Id Ind;ID Kawak;Nombre del indicador;Unidad;Proceso/Subproceso;Descripción del indicador;Linea_Estrategica;Objetivo_Estrategico;Tipo de Indicador;Clasificación;Frecuencia;Fecha Desde;Fecha Hasta;Tipo de variables;Series;Sentido;Formula;Variable 1;Unidad V1;Fuente V1;Variable 2;Unidad V2;Fuente V2;Variable 3;Unidad V3;Fuente V3;Responsable del calculo;Responsable del analisis;Deficiente;Alerta;Satisfactorio;Sobresaliente;Meta Frecuencia;Semestre_1;Semestre_2;Deficiente <= Serie;Alerta Serie;Satisfactorio Serie;Sobresaliente >= Serie;Modificado;Creado;Creado por;Usuario_Aprobador;Fecha_Aprobación;Estado_aprobacion;Año;Estado_Indicador;PDI;CNA/SNIES;Desempeño del proceso;Decisiones Proceso;SubClasificación;Estado;Clasificación_ CNA;Formato_Evidencia;Nombre_Evidencia;Meta 1 Semestre Serie;Meta 2 Semestre Serie;Meta Anual Series;Tipo_Kawak;Factor_CNA;Caracteristica;Proyecto_Asociado;Tipo de elemento;Ruta de acceso
420;420;Cumplimiento Plan Anual Gerencia de estrategia;Gerencia de planeación y gestión;Planeación Estratégica;Medir el nivel de cumplimiento los planes anuales de las áreas que integran la gerencia;Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Trimestral;1/01/2023;;Multiserie;SGC, SGA, Riesgos, Auditoría, Planeación estratégica,Estudios Internos;Positivo;(% Porcentaje de avance/% Porcentaje de esperado)*100;% Porcentaje de avance;Porcentaje;Plan de retos;% Porcentaje de esperado;Porcentaje;Plan de retos;;;;Especialista de planeación estratégica;Especialista de planeación estratégica;0%-79,9%;80%  - 94,99%;95% -100%;100%;100%;100%;100%;0%-79,9%;80%  - 94,99%;95% -100%;100%;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;;;;2024;Activo;false;false;false;false;;Pendiente;Resultado;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
421;421;Total Leads por canales de captación;Vicerrectoría del crecimiento;Mercadeo de programas académicos;Identificar el cumplimiento entre número de leads obtenidos por canal de captación y el Budget establecido;Expansión;Crecer con compromiso social ;Gestión;Eficacia;Semestral;1/01/2023;;Multiserie;Digital- ATL- BTL-CSU- HIGH SCHOOL- B2B- Whatsapp;Positivo;(Total leads / Budget leads)*100;Total Leads;Número;CRM;Budget Leads;Número;Business Plan;;;;"Gerente de mercadeo
Director de marca y desarrollo de canales
Director de desarrollo de mercado";"Gerente de mercadeo
Director de marca y desarrollo de canales
Director de desarrollo de mercado";0%-79,9%;80%  - 99,9%;100%;>101%;317.134;173.721;143.412;0%-79,9%;80%  - 99,9%;100%;>101%;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Nestor Ivan Moreno Jimenez;;;2025;Stand by;false;false;true;true;;Eliminar;Resultado;Excel;Reporte Seguimiento Leads y Matriculas;"Digital : 115.090
ATL : 13.214
BTL :  2.930
CSU- High School -B2B : 39.937
Whatsapp: 1.592
Inbound: 968";"Digital : 87.937
ATL : 11.109
BTL : 5.074
CSU- High School -B2B : 37.497
Whatsapp: 1.017
Inbound: 779";"Digital : 203.027
ATL : 24.322
BTL : 8.004
CSU - B2B- High school: 77.425
Inbound: 1.748
Whatsapp: 2.608";Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
422;422;Total conversión;Vicerrectoría del crecimiento;Mercadeo de programas académicos;Identificar la tasa de conversión de los leads en matriculas;Expansión;Crecer con compromiso social ;Gestión;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(Total Matrículas / Total Leads)*100;Total Matrículas;Número;;"Total leads Budget	";Número;;;;;Gerente de mercadeo, Director de marca y desarrollo de canale;Gerente de mercadeo, Director de marca y desarrollo de canale;<7;7-8;8,01-8,9;>9;8,65%;9,25%;8,01%;2024-2: ;"2024-2: 7-8
2024-1: 7- 9,2";2024-2: 8,01-8,9 2024-1: 9,25- 9,9;2024-2: >9 2024-1: >10;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Nestor Ivan Moreno Jimenez;;;2024;Stand by;false;false;true;true;;Eliminar;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
423;423;Brand equity;Vicerrectoría del crecimiento;Mercadeo de programas académicos;Evalúa el valor percibido de la marca institucional en el mercado, considerando aspectos como reconocimiento, preferencia y percepción del público objetivo;Expansión;Crecer con compromiso social ;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;% Brand Equity;% Brand Equity;Porcentaje;Estudio de salud de marca;-;-;;;;;Gerente de mercadeo- Director de marca y desarrollo de canales - Director de desarrollo de mercado;Gerente de mercadeo- Director de marca y desarrollo de canales - Director de desarrollo de mercado;<11,4;12,3 - 11,5;12,3-12,5;>12,6;12,3;0;12,3;;;;;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Nestor Ivan Moreno Jimenez;;;2025;Activo;true;false;true;true;;Actualizar Metas;Resultado;PDF - PPT;Estudio de salud de marca;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
424;424;Conocimiento espontáneo;Vicerrectoría del crecimiento;Mercadeo de programas académicos;Identificar el nivel de adopción del conocimiento espontaneo;Expansión;Crecer con compromiso social ;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;Resultado de encuesta de conocimiento espontaneo;Resultado de encuesta de conocimiento espontaneo;Número;Estudio de salud de marca;-;;;;;;Gerente de mercadeo- Director de marca y desarrollo de canales - Director de desarrollo de mercado;Gerente de mercadeo- Director de marca y desarrollo de canales - Director de desarrollo de mercado;<7;7 - 8,9;9- 9,5;>9,6;9;0;9;;;;;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Nestor Ivan Moreno Jimenez;;;2025;Activo;false;false;true;true;;Actualizar Metas;Resultado;PDF- PPT;Estudio de salud de marca;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
425;425;Cumplimiento Leads Educación para la vida;Vicerrectoría del crecimiento;Mercadeo y venta de educación para la vida;Medir el nivel de cumplimiento en Leads Educación para la vida;Expansión;Crecer con compromiso social ;Gestión;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(Leads Educación para la vida/ Leads Educación para la vida Budget)*100;Leads Educación para la vida Budget;Número;;Leads Educación para la vida;Número;;;;;Gerente de mercadeo;Gerente de mercadeo;0%-79,9%;80% -99,9%;100%;101%;13.772;6.743;7.029;;;;;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Nestor Ivan Moreno Jimenez;;;2024;Stand by;false;false;false;false;;Eliminar;Resultado;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
426;426;Cumplimiento en la respuesta a solicitudes de comunicaciones internas;Gerencia de talento humano y comunicaciones;Comunicaciones Internas;Identificar el nivel de cumplimiento de las solicitudes de comunicaciones internas realizadas;Expansión;Crecer con compromiso social ;Gestión;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(N° de solicitudes resueltas en los tiempos establecidos/Total de solicitudes radicadas)*100;N° de solicitudes resueltas en los tiempos establecidos;Número;;-Total de solicitudes radicadas;-Número;;;;;"Director de Comunicaciones Interna
";"Director de Comunicaciones Interna
";0%-59,9%;60%  - 79,99%;80% -90%;>90%;80%;80%;80%;;;;;29/05/2026 7:56;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Carolina Lara Cardenas;;;2024;Stand by;false;false;false;false;;Eliminar;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
427;427;Consumo de Agua per Cápita Semestral;Gerencia de planeación y gestión;Gestión Ambiental;Consumo de Agua per Cápita Semestral;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Semestral;1/01/2023;;Multiserie;"Campus Bogotá
City campus
Sede Posgrado Cl 85
Campus Medellín
Sede Bienestar Medellín
Consultorio Psicologia Medellín";Negativo;(Total m3 Semestre/(Colaboradores Presenciales Semestre+Docentes de Planta Presenciales Semestre+Estudiantes Presenciales Pregrado Semestre+Estudiantes Presenciales Posgrado Semestre);Total m3 Semestre;Número;;"Colaboradores Presenciales Semestre
Docentes de Planta Presenciales Semestre";Número;;"Estudiantes Presenciales Pregrado Semestre
Estudiantes Presenciales Posgrado Semestre";Número;;Lider Sistema de Gestión Ambiental;Lider Sistema de Gestión Ambiental;0,3;0,25;0,2;0,15;0,2;0,2;0,2;"Campus Bogotá : 0,5
City Campus : 0,25
Campus MedeIIín : 0,2";"Campus Bogotá : 0,4
City Campus : 0,2
Campus MedeIIín : 0,15";Campus Bogotá : 0,3 City Campus : 0,15 Campus MedeIIín : 0,1;Campus Bogotá : 0,2 City Campus : 0,1 Campus MedeIIín : 0,5;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
428;428;Consumo de Energía Eléctrica per Cápita Semestral;Gerencia de planeación y gestión;Gestión Ambiental;Consumo de Energía Eléctrica per Cápita Semestral;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Semestral;1/01/2023;;Multiserie;"Campus Bogotá- City campus
Sede Posgrado Cl 85
Campus Medellín
Sede Bienestar Medellín Consultorio Psicologia Medellín";Negativo;(Total kWh de Energía Eléctrica Semestre/(Colaboradores Presenciales Semestre+Docentes de Planta Presenciales Semestre+Estudiantes Presenciales Pregrado Semestre+Estudiantes Presenciales Posgrado Semestre);Total kWh de Energía Eléctrica Semestre;Número;;"-Colaboradores Presenciales Semestre
-Docentes de Planta Presenciales Semestre";Número;;"-Estudiantes Presenciales Pregrado Semestre
-Estudiantes Presenciales Posgrado Semestre	";Número;;Lider Sistema de Gestión Ambiental;Lider Sistema de Gestión Ambiental;24;22;20;18;0;0;0;"Campus Bogotá : 26
City Campus : 29
Campus-MedeIIín : 15
Sede Bienestar - Medellín : 9";"Campus Bogotá : 24
City Campus : 27
Campus-MedeIIín : 13
Sede Bienestar - Medellín : 8";Campus Bogotá : 22 City Campus : 25 Campus-MedeIIín : 11 Sede Bienestar - Medellín : 7;Campus Bogotá : 20 City Campus : 23 Campus-MedeIIín : 9 Sede Bienestar - Medellín : 6;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
429;429;Generación de Residuos Sólidos per Cápita Semestral;Gerencia de planeación y gestión;Gestión Ambiental;Generación de Residuos Sólidos per Cápita Semestral;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Semestral;1/01/2022;;Multiserie;"Campus Bogotá
City campus
Sede Posgrado Cl 85
Campus Medellín-
Sede Bienestar Medellín
Consultorio Psicologia Medellín";Negativo;(Total kg de Residuos Aprovechables Semestre+ Total kg de Residuos No Aprovechables Semestre)/(Colaboradores Presenciales Semestre+Docentes de Planta Presenciales Semestre+Estudiantes Presenciales Pregrado Semestre+Estudiantes Presenciales Posgrado Semestre);Total kg de Residuos No Aprovechables Semestre;Kg;;Total kg de Residuos Aprovechables Semestre;Kg;;"-Colaboradores Presenciales Semestre
-Docentes de Planta Presenciales Semestre
-Estudiantes Presenciales Pregrado Semestre
-Estudiantes Presenciales Posgrado Semestre";Número;;Lider Sistema de Gestión Ambiental;Lider Sistema de Gestión Ambiental;0,86;0,86;0,76;0,66;0,76;0,76;0,76;"City Campus : 0,58
Campus-MedeIIin : 0,61
Campus Bogotá : 1,41
";"City Campus : 0,48
Campus-MedeIIin : 0,51
Campus Bogotá : 1,31";City Campus : 0,38 Campus-MedeIIin : 0,41 Campus Bogotá : 1,21;City Campus : 0,28 Campus-MedeIIin : 0,31 Campus Bogotá : 1,11;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
430;430;Cumplimiento ingresos por matriculas;Vicerrectoría financiera y administrativa;Planeación Financiera;"Medir el nivel  de cumplimiento de los ingresos generados por matriculas y nivel, 
Reporte del 1 semestre es cierre al mes de junio y el reporte del 2 semestre corresponde al acumulado del año
";Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Efectividad;Semestral;1/01/2023;;Multiserie;Nuevos presencial- Nuevos virtual-Antiguos presencial- Antiguos virtual;Positivo;(Total ingresos por matriculas/Total ingresos por matriculas planeados)*100;Total ingresos por matriculas;MONEDA COP;Informe de ingresos;Total ingresos por matriculas planeados;MONEDA COP;Informe de ingresos;;;;"Director de Planeacion Financiera y Teso
Lider Financiero";"Director de Planeacion Financiera y Teso
Lider Financiero";0%-79,9%;80%-94,9%;95%-100%;=101%;279.503.836.870;137.196.246.234;142.307.590.636;"0%-79,9%
";80%-94,9%;95%-100%;>=101%;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Diana Paola Baquero Bernal;;;2025;Stand by;true;false;false;true;;Actualizar Metas;Resultado;Imagen o PDF;Informe de ingresos;"Nuevos presencial: 7.801.404.954 
Nuevos Virtual: 19.813.377.903
Antiguos Presencial: 32.422.336.096
Antiguos Virtual: 77.159.127.282

Total Nuevos: 27.614.782.856
Total Antiguos: 109.581.463.378
";"Nuevos presencial: 5.077.859.383 
Nuevos Virtual: 20.968.626.250
Antiguos Presencial: 35.199.212.763
Antiguos Virtual: 81.061.892.240

Total nuevos: 26.046.485.633
Total Antiguos: 116.261.105.003";"Nuevos presencial:  12.879.264.336
Nuevos Virtual: 40.782.004.153
Antiguos presencial:  67.621.548.859
Antiguos Virtual: 158.221.019.522

Total Nuevos: 53.661.268.490
Total Antiguos: 225.842.568.381";Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
431;431;Gestión de casos de salud que impactan a los colaboradores;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Medir el nivel de casos de salud que impactan a los colaboradores;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Trimestral;1/07/2023;;Serie Única;;Positivo;N° accidentes de trabajo mortales que se presentaron en el año/ Total de accidentes de trabajo que se presentaron en el año*100;N° accidentes de trabajo mortales que se presentaron en el año;Número;;Total de accidentes de trabajo que se presentaron en el año;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;2%;1%;0%;0;100%;0;100%;;;;;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
432;432;Intervención a la gestión del riesgo de los colaboradores;Gerencia de talento humano y comunicaciones;Gestión De Seguridad Y Salud En El Trabajo;Identificar las actividades realizadas en pro de la gestión del riesgo de los colaboradores;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Trimestral;1/07/2023;;Multiserie; Plan estratégico de seguridad vial- Plan de gestión de riesgo psicosocial- Plan de gestión osteomuscular- Plan de gestión TAR- Plan de gestión de riesgo químico- Plan de de gestión conservación de la voz- Plan de gestión riesgo biológico- Plan de gestión;Positivo;N° accidentes de trabajo mortales que se presentaron en el año/ Total de accidentes de trabajo que se presentaron en el año*100;N° accidentes de trabajo mortales que se presentaron en el año;Número;;Total de accidentes de trabajo que se presentaron en el año;NÚMERO;;-;-;;Jefe de Seguridad y Salud En el Trabajo- Analista de SST;Jefe de Seguridad y Salud En el Trabajo;2%;1%;0%;0;90%;90%;90%;;;;;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;;;;;Activo;;;;;;;;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
433;433;Generación de Residuos Peligrosos per Cápita Semestral;Gerencia de planeación y gestión;Gestión Ambiental;Generación de Residuos Peligrosos per Cápita Semestral;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Semestral;1/01/2022;;Multiserie;"Campus Bogotá
City campus
Sede Posgrado Cl 85
Campus Medellín
Sede Bienestar Medellín
Consultorio Psicologia Medellín";Negativo;(Total kg de Residuos Peligrosos Semestre/(Colaboradores Presenciales Semestre+Docentes de Planta Presenciales Semestre+Estudiantes Presenciales Pregrado Semestre+Estudiantes Presenciales Posgrado Semestre));Total kg de Residuos Peligrosos Semestre;Kg;;"-Colaboradores Presenciales Semestre
-Docentes de Planta Presenciales Semestre";Número;;"-Estudiantes Presenciales Pregrado Semestre
-Estudiantes Presenciales Posgrado Semestre	";Número;;Lider Sistema de Gestión Ambiental;Lider Sistema de Gestión Ambiental;0,07;0,07;0,05;0,02;0,05;0,05;0,05;"City Campus : 0,09
Campus Bogotá : 0,2
Campus-MedeIIín : 0,09
Sede Bienestar Medellín : 0,09";"City Campus : 0,07
Campus Bogotá : 0,15
Campus-MedeIIín : 0,07
Sede Bienestar Medellín : 0,07";City Campus : 0,05 Campus Bogotá : 0,1 Campus-MedeIIín : 0,05 Sede Bienestar Medellín : 0,05;City Campus : 0,02 Campus Bogotá : 0,05 Campus-MedeIIín : 0,02 Sede Bienestar Medellín : 0,02;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
434;434;Generación de Residuos Peligrosos Mensual;Gerencia de planeación y gestión;Gestión Ambiental;Generación de Residuos Peligrosos Mensual;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Mensual;1/01/2023;;Multiserie;"Campus Bogotá
City campus
Sede Posgrado Cl 85
Campus Medellín
Sede Bienestar Medellín-Consultorio Psicologia Medellín";Negativo;kg de Residuos Peligrosos Mensual;kg de Residuos Peligrosos Mensual;Número;;;;;;;;Lider Sistema de Gestión Ambiental;Lider Sistema de Gestión Ambiental;210;210;200;190;200;1200;1200;"Campus Bogotá : 120
City Campus : 45
Campus-MedeIIin : 45
Sede Bienestar - Medellín : 20";"Campus Bogotá : 110
City Campus : 35
Campus-MedeIIin : 35
Sede Bienestar - Medellín : 15";Campus Bogotá : 100 City Campus : 25 Campus-MedeIIin : 25 Sede Bienestar - Medellín : 10;Campus Bogotá : 90 City Campus : 15 Campus-MedeIIin : 15 Sede Bienestar - Medellín : 5;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
435;435;Disminución de la Generación de Residuos Peligrosos per Cápita;Gerencia de planeación y gestión;Gestión Ambiental;Disminución de la Generación de Residuos Peligrosos per Cápita;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Semestral;1/07/2022;;Multiserie;Campus Bogotá- City campus- Sede Posgrado Cl 85- Campus Medellín- Sede Bienestar-Consultorio Psicologia;Positivo;"kg de Residuos Peligrosos per Cápita Generados en el Periodo Actual/	kg de Residuos Peligrosos per Cápita Generados en el Periodo Anterior";kg de Residuos Peligrosos per Cápita Generados en el Periodo Actual;Kg;;"	kg de Residuos Peligrosos per Cápita Generados en el Periodo Anterior";kg;;;;;Lider Sistema de Gestión Ambiental;"Lider Sistema de Gestión Ambiental
";0%-79,9%;80%-99,9%;100%-110%;110%;100%;0;100%;0%-79,9%;80%-99,9%;100%-110%;110%;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;false;false;;false;;Activo;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
436;436;ANS documentos operativos;Gerencia de planeación y gestión;Gestión de calidad;Mide el tiempo en días habiles promedio desde la solicitud (Modificación, Creación, Eliminación) del documento hasta la oficialización del documento en Kawak. Documentos Operativos (Procedimientos, manuales, formatos, caracterización, programas);Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Gestión;Eficacia;Mensual;1/07/2023;;Multiserie;Solicitud documental- Flujo de aprobación;Negativo;Promedio ANS solicitud;Promedio ANS solicitud;Días;Kawak;;;;;;;"Director del Sistema Integrado
Analista de arquitectura y mejora de procesos
Documentador de procesos Junior";"Director del Sistema Integrado
Analista de arquitectura y mejora de procesos
Documentador de procesos Junior";>17;13-17;12-10;<10;12;14;12;>17;13-17;12-10;;23/06/2026 12:50;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Camilo Arturo Coronel Rico;;;2025;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;"Solicitud documental: 7
Flujo de aprobación: 7";"Solicitud documental: 5
Flujo de aprobación: 7";"Solicitud documental: 5
Flujo de aprobación: 7";Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
437;437;Nivel de Satisfacción Servicios Prestados - Riesgos;Gerencia de planeación y gestión;Gestión De Riesgos;Indica el nivel de satisfacción de los usuarios frente a los servicios que presta el proceso CSAT.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;Nivel de satisfacción;Positivo;Porcentaje de Nivel de satisfacción;Porcentaje de Nivel de satisfacción;Porcentaje;CX;;;;;;;PROFESIONAL DE RIESGOS;PROFESIONAL DE RIESGOS;0%-69.9%;70%  - 84,99%;85%;90%;85%;85%;85%;;;;;1/06/2026 6:37;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Andres David Marta Diaz;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;PDF;CX;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
439;439;Disponibilidad de catálogo de asignaturas pregrado y posgrado virtual;Vicerrectoría del estudiante;Operaciones Académicas;Asegurar la configuración en 100% del catálogo de asignaturas de Pregrado y Posgrado, modalidad virtual como insumo para la Programación Académica.;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Gestión;Eficacia;Semestral;1/01/2023;;Multiserie;(Multiserie Pregrado Virtual- Pregrado Presencial- Posgrado Virtual- Posgrado Presencial);Positivo;"N° Asignaturas activas/ Total de asignaturas catálogo general en Banner) x 100
";N° Asignaturas activas;Número;Reporte Mallas largo;" Total de asignaturas catálogo general en Banner) x 100
";Número;Reporte Mallas largo;;;;Jefe Funcional Procesos Academicos S.I.S;Jefe Funcional Procesos Academicos S.I.S, Director de operaciones pregrado y posgrado;0%-79,99%;80%  - 99,99%;100%;100%;100%;100%;100%;;;;;15/10/2025 22:25;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Francisco Javier Joya Vargas;;;2025;Stand by;false;false;true;true;;Actualizar Metas;Resultado;Excel;Catalogo de asignaturas;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
440;440;Aseguramiento de matricula académica virtual;Vicerrectoría del estudiante;Operaciones Académicas;Asegurar la matrícula académica de los estudiantes que cumplan las condiciones financieras y académicas pregrado y posgrado virtual;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Gestión;Eficacia;Semestral;1/01/2023;;Multiserie;Pregrado- Posgrado;Positivo;(N° Estudiantes con Matrícula Académica/N° Estudiantes con Matrícula Financiera)*100;(N° Estudiantes con Matrícula Académica;Número;Reporte de matriculados con materias;N° Estudiantes con Matrícula Financiera)*100;Número;Reporte de matriculados con materias;;;;Lider programación académica;Lider programación académica, Director de operaciones pregrado y posgrado;0%-79,99%;80%  - 97,99%;98%-100%;100%;98%;98%;98%;;;;;20/05/2026 8:04;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Noe Wilmar Casallas Bejarano;;;2025;Stand by;false;false;true;true;;Actualizar Metas;Resultado;Excel;Indicador Matricula Académica;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
441;441;Cumplimiento a cronograma de proyectos 2024.;Gerencia de planeación y gestión;Gestión de proyectos;Identificar el índice de cumplimiento de los cronogramas de proyectos en el 2024;Transformación_Organizacional;Fortalecer la gestión por procesos y la toma de decisiones basada en el análisis de los datos;Estratégico;Eficacia;Mensual;1/01/2023;31/12/2024;Multiserie;"(Acreditación Institucional Fase II, Creación Colegio Virtual, Creación IETDH, Datalake, Equidad de Género, Experiencia Institucional Fase III, Monarca - Ecosistema Banner, Portal Universitario, Centro de Idiomas Fase I, CREA Centro de Recursos y Experiencias para el aprendizaje - Fase de AdecuaciÃ³n, ActualizaciÃ³n sistema de transporte rotativo, Ecosistema E3, Habilidades Poderosas, Saber PRO, Proyecto Silver, Hubspot
) - Promedio cumplimiento general de los proyectos";Positivo;(% Avance Proyecto/% Esperado Proyecto);(% Avance Proyecto;Porcentaje;Cronograma de cada proyecto;% Esperado Proyecto);Porcentaje;Cronograma de cada proyecto;0;0;0;LIDER DE PROYECTOS.;LIDER DE PROYECTOS;0%-70%;70%  - 89,99%;90% -100%;100%;90%;90%;90%;0%-70%;70%  - 89,99%;90% -100%;100%;15/10/2025 22:26;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Ruben Dario Gelvez Gonzalez;;;2024;Activo;false;false;false;false;;Eliminar;Resultado;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
442;442;Participación de docentes invitados en eventos académicos virtuales en Poli;Vicerrectoría académica;Visibilidad Nacional E Internacional;Participación de docentes invitados en eventos académicos virtuales en Poli;Calidad;Fortalecer la oferta educativa y la innovación curricular ;Estratégico;Eficacia;Semestral;1/01/2024;;Serie Única;0;Positivo;Número de convenios activos/ Número de convenios vigentes;Número de convenios activos;Número;; Número de convenios vigentes;Número;0;;;0;Directora oficina de relaciones nacionales e internacionales;Directora oficina de relaciones nacionales e internacionales;0%-79,99%;80%  - 99,99%;100%;101%;119;32;87;;;;;15/10/2025 22:26;24/02/2025 16:49;Licec Ximena Silva Goyeneche;Raquel Breton de Schultze-Kraft;;;2024;Activo;false;false;false;false;;Eliminar;Resultado;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
